@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.055,14.8006,3.8472,23.7974,-0.7207,-1.3972,36.9549,6.0791,22.7559,-1.7396,0.3031,13.0313,3.6099,14.456,-0.5231,7.2346,14.495,3.8072,15.9688,0.0563,-0.0394,0.1815,0.0076,-4.6098,-0.1931,0.0419,0.6329,1.0657,1.0105,1.684,1.5967,0.9482,0.4005,1.1358,1.0211,2.8359,2.5495,0.899,0.6898,2.0075,-10.4577,2.9103,-15.1608,-5.2094,1.665,1.4572,0.8173,0.8752,0.4909,0.5609,1.0458,1.6462,1.4902,1.5742,1.425,0.9053,0.0286,10.9096,0.2743,0.0931,0.3409,-0.844,-0.3581,0.5643,0.1121,0.0857,0.2927,0.7589,-1.0773,0.3203,0.253,0.503,1.2273,-0.7693,-0.3208,0.4076,0.6385,1.6653,-1.0278,0.3498,-0.3493,-0.9986,0.5818,0.4584,0.7878,0.3385,0.2101,0.6207,0.7376,0.4663,0.6322,0.5267,0.4449,0.8447,0.6184,0.4557,0.737,0.0095,1.6059,0.9868,-0.9357,-0.9773,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.1559,0.5531,0.7437,2.5705,-0.6253,-0.0002,4.4899,2.1189,6.8859,-0.7618,-0.0373,5.1736,2.2746,6.9919,-0.6703,2.9241,1.6917,1.3006,5.1763,0.1052,-678.9644,-4.1836,0.0533,0.0062,-0.0001,-0.0127,0.351,0.327,0.5718,0.9316,1.6291,1.7488,0.1232,0.1069,0.3269,0.8678,2.6541,3.0583,0.3322,0.3525,-1.6259,1.0611,-4.8949,-4.6129,0.4046,0.3778,0.2734,0.9337,0.6757,0.7236,0.3733,0.3676,0.4966,0.9849,1.3303,1.3507,0.0032,4.5079,0.4363,0.2683,-0.1049,0.9798,0.4002,0.4231,0.6477,0,0.0041,0.0137,0.979,0.0506,0.0001,0.0102,0.0308,0.4894,-0.4826,0.0001,0.0084,0.4965,?,12.7936,-1.3422,-0.1049,0.3989,0.4818,1.2078,0.1591,0.2321,1.4587,21.6358,-1.285,-0.0594,10.8167,0,0,0.4453,0.0276,0.062,0.0162,1.1809,0.903,-0.1304,-0.3535,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.147,0.2009,0.4483,2.0108,-0.7256,-0.302,14.1769,3.7652,12.7511,-0.9017,0.0659,11.3849,3.3742,11.5549,-0.6657,4.5774,4.9269,2.2197,9.2496,0.043,0.4868,-2.2309,-0.0321,-4.5829,-0.066,0.0144,0.1191,0.1328,0.2019,1.1159,1.6963,1.5201,0.0142,0.0176,0.0408,1.2452,2.8774,2.3108,0.1398,0.1831,-2.0345,1.3093,-14.5486,-11.1117,0.1738,0.168,0.1206,0.9665,0.6937,0.7177,0.1577,0.174,0.2174,1.1035,1.3785,1.2492,0.0067,6.7986,0.4566,0.3896,-0.144,0.9961,0.1585,0.1842,0.6357,0,0.0059,0.0175,0.973,-0.0989,0.0002,0.0124,0.1115,?,-0.541,0,0.0062,0.5586,?,-6.4281,-1.1751,0.1828,0.475,0.9539,2.0084,0.2256,0.9099,4.0336,-5.6364,-1.1253,0.1996,0,0,1,0.1566,0.0313,0.1996,0.0165,1.2756,-0.3444,-0.5914,0.1991,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.6465,0.0881,0.2969,1.2121,?,-0.3925,1.0992,1.0484,3.9747,-0.7442,-0.1568,0.6427,0.8017,3.1607,-0.5992,1.4155,0.4229,0.6503,2.7385,0.0942,1.6472,4.1227,-0.4567,2.5028,-0.2773,-0.1108,0.2832,0.3703,0.4565,1.3078,1.6121,1.2327,0.0802,0.1372,0.2084,1.7104,2.599,1.5196,0.7148,1.0235,-4.2569,1.432,-5.9558,-4.1591,0,0,0,1.153,0.7538,0.6538,0.305,0.3835,0.4426,1.2575,1.4514,1.1542,0.0151,2.2374,0.6496,0.5902,-0.0996,0.9951,0.0402,0.0746,0.599,0.0001,0.0105,0.0332,0.9456,-0.2128,0.0006,0.0245,0.2598,?,-0.7067,0.0001,0.0117,0.7232,?,-2.8149,-0.8476,0.3011,0.4288,0.8992,2.0972,0.1838,0.8086,4.3982,-2.2222,-0.7982,0.3592,0,0,1,0.1279,0.046,0.3592,0.0186,1.5186,0.9925,0.8985,0.9408,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.2624,0.0094,0.0969,0.4793,0.0891,-0.2347,0.0652,0.2553,1.284,-2.8945,-0.2142,0.0128,0.113,0.4812,?,0.4764,0.0302,0.1739,0.8228,0.2007,-1.1179,-1.2249,0.5508,1.0958,-0.4927,-0.4496,0.3794,0.8571,0.5571,2.2589,1.4684,0.65,0.144,0.7346,0.3104,5.1025,2.1561,0.4226,-0.0491,-0.0974,0.2269,1.9829,-4.6186,-2.3292,1.596,0,0.5111,0,0.3203,0,0.3733,0.996,0.5825,2.668,1.5604,0.5849,0.0082,0.7503,0.1153,0.1571,0.2568,0.3597,-0.7918,-0.4737,0.2226,0,0.0007,0.0023,0.9896,0.5839,0,0.0002,0.0008,0.9986,0.0756,0,0.0005,0.0024,0.9685,0.3813,2.9463,7.728,3.6731,1.2803,0.3486,13.4915,1.6393,0.1215,0.3796,2.9964,7.8936,0.3831,2.9326,7.6558,2.8199,0.9696,0.3438,0.0126,0.8821,0.5091,-0.3161,0.7332,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.2357,0.011,0.1048,0.4329,-0.0219,-0.2426,0.048,0.2191,1.1501,-2.0424,-0.2189,0.0126,0.1122,0.4961,-5.4389,0.4534,0.0284,0.1685,0.8005,0.1103,-0.9716,-1.0766,0.5199,1.1081,-0.5351,-0.4829,0.4784,0.9346,0.6222,1.9538,1.3006,0.6657,0.2288,0.8735,0.3871,3.8172,1.6916,0.4432,0.012,0.0221,-0.0933,1.8423,-7.7781,-4.2219,1.1207,5.4984,0.4709,4.9061,0.4202,0.0856,0.3764,0.8726,0.5408,2.3181,1.4368,0.6198,0.0081,0.7336,-0.4501,-0.0695,0.6513,0.4726,-0.8287,-0.5278,-0.05,0,0.0024,0.0542,?,0.6334,0,0.0002,0.0009,0.9986,0.4815,0,0.0009,0.0026,0.9946,-0.0789,-0.1038,1.3156,13.4276,2.7305,0.2033,180.3017,7.4555,0.0414,-0.0855,-0.1127,1.3183,0,0,1.3129,61.1405,20.6352,0.3375,0.0159,1.1649,0.7658,-0.9842,-0.188,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4547,2.1239,1.4574,6.3332,-1.3913,-1.7199,8.4626,2.909,9.8388,-2.5607,0.2968,2.4445,1.5635,6.0334,-0.495,3.7055,2.5528,1.5977,5.6174,0.2098,0.2644,-1.5319,-0.1227,-5.7942,-0.4641,0.0801,0.501,0.9321,0.9121,1.8606,1.8207,0.9786,0.251,0.8688,0.832,3.4618,3.315,0.9576,0.5208,1.8444,-2.4709,3.5418,-4.7447,-1.3397,0.9585,0.6563,0.3726,0.6847,0.3887,0.5677,0.6437,1.0497,1.1274,1.6307,1.7515,1.074,0.0354,5.4054,0.2721,0.2517,-0.1183,-0.3644,-0.851,0.4134,-0.3256,0.0055,0.0739,0.4434,?,-0.519,0.0036,0.0599,0.6056,?,0.0107,0.0004,0.0205,0.0726,-0.2343,0.6273,-30.3387,-48.3626,1.2342,3.5967,2.9141,1.5233,12.9361,8.4921,0.7322,32.1624,43.9241,1,0,0,0.7322,6.1051,8.3378,0.012,0.8627,-0.9866,-0.9595,0.9515,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.5795,4.3611,2.0883,7.1966,-0.9218,0.0468,5.853,2.4193,8.3775,-1.3026,-0.6404,4.7913,2.1889,8.5313,-1.9698,3.722,1.9005,1.3786,5.636,0.1737,12.3895,-0.9049,0.1557,-0.073,0.0126,-0.1721,0.8632,0.9541,1.5148,1.1053,1.7549,1.5878,0.7451,0.9102,2.2946,1.2216,3.0796,2.521,0.7283,0.61,-2.9142,0.8375,-4.0011,-4.7774,1.0293,1.3036,0.5491,1.2665,0.5334,0.4212,0.859,0.8436,1.2769,0.982,1.4864,1.5137,0.017,6.0059,0.8583,0.3392,-0.2081,0.7082,-0.2251,-0.3336,-0.3309,0.0458,0.214,0.6392,?,-0.2705,0.0103,0.1015,0.4734,?,-0.8208,0.0222,0.1488,0.9483,?,1.223,0.4031,0.3296,2.1078,1.4375,0.682,4.4427,2.0664,0.4651,1.3503,0.6741,0.4992,1,1,1,1.3503,0.6741,0.4992,0.0181,1.4222,0.9636,-0.947,-0.9737,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.5471,0.8913,0.9441,3.2094,-0.9973,-0.3991,2.7494,1.6581,6.9998,-0.5797,0.07,2.4287,1.5584,6.0405,-1.0204,2.4363,0.5974,0.7729,3.4609,0.2581,1.3708,-7.8119,-0.2246,-5.6988,-0.1638,0.0287,0.5694,0.6058,1.2215,1.064,2.1453,2.0163,0.3242,0.367,1.492,1.132,4.6022,4.0655,0.6239,0.5253,-1.3306,0.842,-2.1329,-2.5332,0.3626,0.5374,0.3444,1.4821,0.9498,0.6409,0.4585,0.5313,0.9273,1.1588,2.0225,1.7454,0.0133,3.7062,-0.1234,-0.8893,0.3101,0.291,0.5783,-0.0093,0.1953,0.0019,0.0435,0.1815,0.457,-0.441,0.0073,0.0853,0.5182,?,0.3661,0.0019,0.044,0.1328,0.7084,-0.4428,0.5334,-1.2047,0.5097,0.9885,1.9395,0.2598,0.9771,3.7616,-0.2948,0.4735,-1.6062,0,0.734,0,0.3503,1.3669,3.9025,0.0119,1.0023,-0.132,0.7098,-0.6533,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.6206,5.3273,2.3081,7.598,-1.1526,-0.4516,3.745,1.9352,6.8712,-1.4009,1.493,9.0176,3.0029,11.4426,-1.3881,4.399,1.5572,1.2479,5.5633,0.1859,1.3744,-0.4157,-0.1411,-0.3025,-0.1027,0.3394,1.1927,0.7686,1.8496,0.6444,1.5508,2.4065,1.4225,0.5908,3.4211,0.4153,2.405,5.791,1.0147,0.6117,-3.2017,0.6028,-3.1553,-5.2343,1.2334,0.7367,0.5165,0.5973,0.4188,0.7011,1.1058,0.664,1.3657,0.6005,1.2351,2.0568,0.0329,6.8357,-0.9429,-0.7664,-0.2567,0.5933,0.3465,-0.1486,0.3246,0.0016,0.0403,0.1571,0.6182,-0.3137,0.016,0.1266,0.4247,?,0.7136,0.0005,0.0214,0.086,0.8848,-1.0349,0.4549,-0.4396,0.3182,1.8821,5.9138,0.1013,3.5421,34.9727,-0.599,0.3852,-0.6431,0,0.5513,0,0.37,1.8271,4.938,0.0166,1.352,-0.8418,0.7992,-0.903,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-1.1338,1.3786,1.1742,4.9362,-2.4838,-1.7897,4.7079,2.1698,9.7227,-4.7917,1.6479,4.9168,2.2174,7.5105,-0.3017,3.6814,4.6549,2.1575,9.1381,0.0395,0.6335,-0.688,-0.308,-1.086,-0.4861,0.4476,0.5411,0.5295,0.5442,0.9785,1.0057,1.0277,0.2928,0.2804,0.2962,0.9575,1.0114,1.0563,0.4375,2.0216,-9.3765,4.6208,-21.4315,-4.638,0.844,0.2456,0.1489,0.291,0.1765,0.6065,0.5077,0.6572,0.5402,1.2946,1.064,0.8219,0.0526,5.728,0.4048,0.3198,-0.2174,-0.5322,-0.8609,0.7453,-0.6509,0.0001,0.01,0.664,?,-0.2165,0.0026,0.0515,0.2923,?,-0.39,0.0081,0.0902,0.6039,?,3.0069,1.669,0.5551,0.1938,0.1106,0.5705,0.0376,0.0122,0.3254,2.2715,1.0994,0.484,1,1,1,2.2715,1.0994,0.484,0.0155,1.2573,-0.5468,0.2502,-0.912,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2795,1.9496,1.3963,5.2054,-1.9006,0.8521,5.179,2.2757,9.2279,-1.0878,0.2406,8.5575,2.9253,11.1893,-1.5001,3.838,1.8176,1.3482,6.8728,0.2177,-0.3281,-1.1618,-0.0728,3.5414,0.222,0.0627,0.6136,0.4773,1.0357,0.7779,1.688,2.1698,0.3764,0.2278,1.0726,0.6052,2.8493,4.708,0.7094,0.508,-1.7837,0.7161,-2.5143,-3.511,0.406,0.401,0.2043,0.9876,0.5031,0.5094,0.5641,0.4652,0.7574,0.8247,1.3427,1.6281,0.0182,5.8481,0.5769,0.5633,-0.2079,0.4278,-0.066,-0.0839,-0.167,0.0278,0.1668,0.4548,-7.4315,-0.2103,0.0078,0.0881,0.3706,?,-0.5045,0.0071,0.0841,0.5856,?,0.7943,0.331,0.4167,1.8927,1.983,1.0477,3.5825,3.9322,1.0976,1.0817,0.6845,0.6328,0,0,1,1.2273,0.7766,0.6328,0.0112,0.8972,0.9129,-0.9039,-0.9039,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.6929,2.7398,1.6552,5.957,-0.5652,-1.027,0.9999,1,3.873,-3.6403,0.4121,3.8546,1.9633,6.3364,-1.2421,2.7723,1.6136,1.2703,4.4626,0.1454,-0.6747,1.6814,0.2499,-2.4922,-0.3705,0.1487,1.6553,0.8431,1.3031,0.5093,0.7872,1.5456,2.74,0.7108,1.6979,0.2594,0.6197,2.3888,0.708,0.6128,-2.8323,0.8656,-4.0004,-4.6217,4.5597,1.3467,0.7288,0.2953,0.1598,0.5412,1.5381,0.9401,1.3349,0.6112,0.8679,1.4199,0.0256,4.4626,-0.5863,0.3097,0.5775,0.0994,-0.7692,0.1442,0.2479,0.1704,0.4128,1.1403,-1.0977,-0.0235,0.0034,0.0585,0.1985,-1.453,0.5386,0.449,0.6701,1.7764,-0.8846,-10.5352,0.4603,-0.0437,7.0576,0.6161,0.0873,49.8101,0.3795,0.0076,5.0756,0.7156,0.141,6.7186,0.5767,0.0858,5.7454,0.6419,0.1117,0.0116,1.3838,-0.3908,0.9747,-0.2294,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3532,3.2847,1.8124,7.7143,-0.5516,0.5638,6.3329,2.5165,9.9298,-1.4142,-0.333,6.5847,2.5661,9.2481,-1.7053,3.7355,2.8022,1.674,7.7086,0.07,-0.6264,1.0605,-0.0945,-1.6931,0.1509,-0.0891,0.7202,0.7063,1.0827,0.9807,1.5033,1.5329,0.5187,0.4988,1.1722,0.9618,2.26,2.3499,0.4715,0.4705,-4.7255,0.9978,-10.0222,-10.0445,1.2087,1.4544,0.5998,1.2032,0.4962,0.4124,0.7769,0.8342,1.0007,1.0737,1.2882,1.1997,0.0146,5.765,-0.1232,0.4407,0.1398,0.6894,-0.2844,-0.0472,0.3272,0.0014,0.0371,0.1181,0.6963,-0.6222,0.0083,0.0912,0.7345,?,-0.4025,0.0111,0.1053,0.568,?,-0.5259,-0.8128,1.5456,0.4071,0.3526,0.8659,0.1658,0.1243,0.7499,-0.3686,-0.4767,1.2932,0,0,1,0.1608,0.2079,1.2932,0.0159,1.3519,-0.8454,0.8928,-0.9849,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.7546,11.4041,3.377,19.8488,-0.4126,0.753,216.5333,14.7151,61.8975,-0.5956,-0.3901,57.6839,7.595,22.1626,-0.9382,15.5248,45.8894,6.7742,35.4399,0.1411,1.0021,-1.9346,0.0486,-1.9306,0.0485,-0.0251,0.2295,0.4446,0.4985,1.9375,2.1722,1.1212,0.0527,0.1977,0.2485,3.7538,4.7186,1.257,0.2509,0.5404,-0.9961,2.1537,-3.9697,-1.8432,0.3622,1.2288,0.3406,3.3926,0.9402,0.2771,0.3207,0.8956,0.5601,2.7929,1.7465,0.6254,0.0258,21.4688,0.4079,-0.0692,0.5028,-0.069,0.1741,0.1871,0.0703,0.0089,0.0944,0.2949,-0.2766,-0.4039,0.0472,0.2172,0.6968,?,-0.1218,0.0696,0.2639,0.6912,-1.881,-0.1742,-0.5774,3.3149,0.4347,0.3578,0.8231,0.189,0.128,0.6774,0.0917,0.1416,1.5442,0,0.9628,0,0.4232,0.4266,1.0082,0.0059,0.7657,0.9527,-0.9622,-0.9935,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-1.6266,24.1527,4.9145,17.1717,-1.0418,-3.8112,24.2608,4.9255,18.4725,-2.3531,0.1759,24.6857,4.9685,16.4763,-0.7003,8.4788,18.412,4.2909,16.1489,0.028,0.4268,-9.2481,-0.1918,-21.6689,-0.4495,0.0207,0.9978,0.9891,1.1453,0.9914,1.1479,1.1579,0.9955,0.9784,1.3118,0.9828,1.3177,1.3407,0.6759,1.2911,-18.8556,1.9102,-27.8974,-14.6042,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.9296,1.0422,1.0633,1.1212,1.1439,1.0203,0.083,13.3037,0.9211,0.234,-0.5899,0.298,-0.734,0.0934,-0.1308,0.0536,0.2316,0.5965,-3.3927,-0.2777,0.0029,0.0538,0.3929,?,-0.78,0.0231,0.1521,0.8967,?,0.471,0.1677,0.356,4.3008,1.5228,0.3541,18.4968,2.3189,0.1254,1.1726,0.5138,0.4381,0,0,1,1.5182,0.6652,0.4381,0.0168,1.2752,0.9185,-0.9011,-0.9912,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4253,1.9897,1.4106,6.3431,-0.9931,-0.5837,29.6255,5.4429,24.1006,-1.1189,0.6125,14.6221,3.8239,15.9903,-0.744,5.8245,13.2088,3.6344,14.9135,0.0495,0.7285,-0.6944,-0.073,-0.9531,-0.1002,0.1052,0.2592,0.3689,0.3881,1.4234,1.4976,1.0521,0.0672,0.1361,0.1506,2.0261,2.2429,1.107,0.2483,0.4633,-4.0735,1.8656,-16.4028,-8.7922,0.2798,0.3471,0.2028,1.2405,0.7249,0.5844,0.2632,0.3967,0.4253,1.5072,1.616,1.0722,0.0193,8.467,-0.3294,0.4234,0.2362,-0.9204,-0.2342,0.3575,-0.7503,0.0025,0.0504,0.8124,?,-0.0539,0.0053,0.073,0.226,-2.768,-0.225,0.0012,0.0343,0.2702,?,13.9142,3.3345,0.2396,0.6908,1.4708,2.1291,0.4772,2.1634,4.5331,4.8931,3.0065,0.6144,0,1,0,3.5945,3.0065,0.8364,0.016,1.0483,0.9221,0.0203,-0.3215,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
